,Tweets,Dates,Tweet without StopWords,Subjectivity,Polarity,Label
7060, Surgeon general cites antibody treatment for Trump's delay in getting vaccine ,12/21/2020,surgeon general cites antibody treatment trump's delay getting vaccine,0.5,0.05,Positive
7061,*EUROPEAN MEDICINES AGENCY DUE TO DECIDE TODAY ON AUTHORISING PFIZER-BIONTECH VACCINE PRESS CONFERENCE IN AMSTERDAM EXPECTED 0300 PM,12/21/2020,*european medicines agency due decide today authorising pfizer-biontech vaccine press conference amsterdam expected 0300 pm,0.258333333,-0.075,Negative
7062,Surgeon general cites antibody treatment for Trump's delay in getting vaccine ,12/21/2020,surgeon general cites antibody treatment trump's delay getting vaccine,0.5,0.05,Positive
7063, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7064, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7065,Politics as usual. When Hydroxycloroquine was made in the 1940's it had patents that only the OG pharma can control… ,12/21/2020,politics usual. hydroxycloroquine made 1940's patents og pharma control…,0.625,-0.125,Negative
7066, Them on the way to get a vaccine. ,12/21/2020,way get vaccine.,0,0,Neutral
7067, How in the world can you possibly think even in your brain that 600.00 is going to save anybody!  N… ,12/21/2020,world possibly think even brain 600.00 going save anybody! n…,1,0,Neutral
7068," We are honored to host Sandy Tubeuf (UCLouvain) at Economic Theory Seminar Series at 
.  Sandy will present…",12/21/2020,honored host sandy tubeuf (uclouvain) economic theory seminar series . sandy present…,0.2,0.2,Positive
7069, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7070, Two COVID-19 vaccines are safe and effective. We’re making progress in this crisis but it’s so important to keep weari…,12/21/2020,two covid-19 vaccines safe effective. we’re making progress crisis it’s important keep weari…,0.766666667,0.5,Positive
7071, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7072,"We are honored to host Sandy Tubeuf (UCLouvain) at Economic Theory Seminar Series at 
.  Sandy will pre… ",12/21/2020,honored host sandy tubeuf (uclouvain) economic theory seminar series . sandy pre…,0.2,0.2,Positive
7073, WATCH The first FedEx truck carrying the initial shipments of Moderna’s COVID-19 vaccine left a distribution center in Missis…,12/21/2020,watch first fedex truck carrying initial shipments moderna’s covid-19 vaccine left distribution center missis…,0.108333333,0.0375,Positive
7074, Surgeon general cites antibody treatment for Trump's delay in getting vaccine ,12/21/2020,surgeon general cites antibody treatment trump's delay getting vaccine,0.5,0.05,Positive
7075, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7076," Extra Pfizer COVID-19 vaccine doses bring optimism to embattled hospital workers ""What we've all been hoping for"" htt…",12/21/2020,"extra pfizer covid-19 vaccine doses bring optimism embattled hospital workers ""what we've hoping for"" htt…",0.1,0,Neutral
7077, “The vaccine isn't probably going to make a difference for this current surge that we're in” says NYU-Langone’s Dr. Mark Mu…,12/21/2020,“the vaccine probably going make difference current surge we're in” says nyu-langone’s dr. mark mu…,0.4,0,Neutral
7078, Nurse passes out on live tv after taking vaccine. Time stamp 0033 ,12/21/2020,nurse passes live tv taking vaccine. time stamp 0033,0.5,0.136363636,Positive
7079, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7080,I wanna see how long these senators/congress people can live off $600.00 bet it won’t be long...even with their fre… ,12/21/2020,wanna see long senators/congress people live $600.00 bet won’t long...even fre…,0.45,0.043181818,Positive
7081, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7082, Scientists at the Walter Reed Army Institute of Research expect to know in the next few days if there's a concern that the Covid-1…,12/21/2020,scientists walter reed army institute research expect know next days there's concern covid-1…,0.05,-0.1,Negative
7083, “We can call it a miracle but a miracle always has a sense of it just happened. It didn't just happen. Right? It was someth…,12/21/2020,“we call miracle miracle always sense happened. happen. right? someth…,0.535714286,0.285714286,Positive
7084, Many countries in Europe like Germany Italy France Belgium and Holland have now banned flights from UK due to a new…,12/21/2020,many countries europe like germany italy france belgium holland banned flights uk due new…,0.4375,0.1875,Positive
7085, “The vaccine isn't probably going to make a difference for this current surge that we're in” says NYU-Langone’s Dr. Mark Mu…,12/21/2020,“the vaccine probably going make difference current surge we're in” says nyu-langone’s dr. mark mu…,0.4,0,Neutral
7086,"-EU are expected to approve the Pfizer vaccine today.
-EU leaders are meeting at 10.00 GMT to discuss their approac… ",12/21/2020,-eu expected approve pfizer vaccine today. -eu leaders meeting 10.00 gmt discuss approac…,0.4,-0.1,Negative
7087,  This is what will be remembered of this administration and of the entire government regardless of side. On the we…,12/21/2020,remembered administration entire government regardless side. we…,0.625,0,Neutral
7088, “The vaccine isn't probably going to make a difference for this current surge that we're in” says NYU-Langone’s Dr. Mark Mu…,12/21/2020,“the vaccine probably going make difference current surge we're in” says nyu-langone’s dr. mark mu…,0.4,0,Neutral
7089,I won't get the vaccine if it's more expensive than $0.00 USD.,12/21/2020,get vaccine expensive $0.00 usd.,0.6,0,Neutral
7090,"@_SemaHernandez_ We don't get SurvivalChecks of $1200.

But Members of Congress get $17400 salary to do what their donors want and a…",12/21/2020,@_semahernandez_ get survivalchecks $1200. members congress get $17400 salary donors want a…,0,0,Neutral
7091, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7092, Half these Mfs “not getting the vaccine” are the same ones smoking these dumb ass cancer stick puff bars at 700 am,12/21/2020,half mfs “not getting vaccine” ones smoking dumb ass cancer stick puff bars 700,0.263888889,-0.180555556,Negative
7093, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7094,@_chismosa_ Rich people did not experience the same pandemic as working class people and now they get the vaccine first. It’s actually…,12/21/2020,@_chismosa_ rich people experience pandemic working class people get vaccine first. it’s actually…,0.402777778,0.208333333,Positive
7095, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7096, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7097, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7098, “To have a vaccine that was needed so much and to have it be 95% protective and to have it happen so quickly is unparalle…,12/21/2020,“to vaccine needed much 95% protective happen quickly unparalle…,0.35,0.266666667,Positive
7099, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7100,3/n CTV _mcgregor  who believes JT's claim that Canada does not have vaccine manufacturing capability while G… ,12/21/2020,3/n ctv _mcgregor believes jt's claim canada vaccine manufacturing capability g…,0,0,Neutral
7101, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7102, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7103, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7104, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7105, I am 70. Have a chronic medial problem. I do not mind waiting for my turn for the COVID vaccine.  Many others need to go firs…,12/21/2020,70. chronic medial problem. mind waiting turn covid vaccine. many others need go firs…,0.5,0.5,Positive
7106, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7107, “We knew that we don't have time to waste” says BioNTech CEO Ugur Sahin who pivoted his entire company to focus on develop…,12/21/2020,“we knew time waste” says biontech ceo ugur sahin pivoted entire company focus develop…,0.3125,-0.1,Negative
7108,  $1000.00 its not the vaccine.,12/21/2020,$1000.00 vaccine.,0,0,Neutral
7109, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7110, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7111, If a little Hillbilly singer like my big sister Dolly can invest in the vaccine then why the hell can’t some of you old m…,12/21/2020,little hillbilly singer like big sister dolly invest vaccine hell can’t old m…,0.266666667,-0.029166667,Negative
7112, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7113, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7114, It's a f-ing shame that his constituants are so stupid that they can't understand why they're only gett… ,12/21/2020,f-ing shame constituants stupid can't understand they're gett…,1,-0.4,Negative
7115, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7116, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7117, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7118, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7119, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7120, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7121, WATCH The first FedEx truck carrying the initial shipments of Moderna’s COVID-19 vaccine left a distribution center in Missis…,12/21/2020,watch first fedex truck carrying initial shipments moderna’s covid-19 vaccine left distribution center missis…,0.108333333,0.0375,Positive
7122, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7123, WATCH The first FedEx truck carrying the initial shipments of Moderna’s COVID-19 vaccine left a distribution center in Missis…,12/21/2020,watch first fedex truck carrying initial shipments moderna’s covid-19 vaccine left distribution center missis…,0.108333333,0.0375,Positive
7124, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7125, Half these Mfs “not getting the vaccine” are the same ones smoking these dumb ass cancer stick puff bars at 700 am,12/21/2020,half mfs “not getting vaccine” ones smoking dumb ass cancer stick puff bars 700,0.263888889,-0.180555556,Negative
7126, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7127, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7128, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7129, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7130, WATCH The first FedEx truck carrying the initial shipments of Moderna’s COVID-19 vaccine left a distribution center in Missis…,12/21/2020,watch first fedex truck carrying initial shipments moderna’s covid-19 vaccine left distribution center missis…,0.108333333,0.0375,Positive
7131, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7132, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7133, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7134, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7135, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7136,_00 Well.. I think those numbers have always been untrue. Obviously more people had the virus but the gove… ,12/21/2020,_00 well.. think numbers always untrue. obviously people virus gove…,0.5,0.5,Positive
7137, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7138, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7139,CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7140, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7141, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7142,"   NZ exceptionalism 
America use to have some of that
We’ll be getting $600.00… ",12/21/2020,nz exceptionalism america use we’ll getting $600.00…,0,0,Neutral
7143, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7144, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7145, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7146, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7147, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7148, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7149, Prime Minister Jacinda Arden announces that not only will New Zealand distribute and administer the COVID vaccine for free…,12/21/2020,prime minister jacinda arden announces new zealand distribute administer covid vaccine free…,0.727272727,0.068181818,Positive
7150,Coronavirus News LIVE Updates 24337 New Cases Push India's COVID-19 Tally To 10055560  Younews Trending,12/21/2020,coronavirus news live updates 24337 new cases push india's covid-19 tally 10055560 younews trending,0.477272727,0.136363636,Positive
7151, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7152, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7153, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7154, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7155, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7156, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7157, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7158, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7159, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7160, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7161, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7162, CDC panel recommends older Americans and frontline workers be next in line for COVID-19 vaccine ,12/21/2020,cdc panel recommends older americans frontline workers next line covid-19 vaccine,0.166666667,0.083333333,Positive
7163, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7164, How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7165,How a risky bet on experimental biotechnology led to a COVID-19 vaccine ,12/21/2020,risky bet experimental biotechnology led covid-19 vaccine,0.4,0.1,Positive
7166, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7167, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7168, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7169," U.S. Surgeon General Dr. Jerome Adams said President Trump has a ""medical reason"" for not getting vaccinated yet citin…",12/21/2020,"u.s. surgeon general dr. jerome adams said president trump ""medical reason"" getting vaccinated yet citin…",0.25,0.025,Positive
7170, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7171, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7172, “The vaccine isn't probably going to make a difference for this current surge that we're in” says NYU-Langone’s Dr. Mark Mu…,12/21/2020,“the vaccine probably going make difference current surge we're in” says nyu-langone’s dr. mark mu…,0.4,0,Neutral
7173, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7174, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7175, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7176, Wouldn’t you be one of those that hasn’t missed a paycheck and healthy but stood in front of line for a… ,12/21/2020,wouldn’t one hasn’t missed paycheck healthy stood front line a…,0.5,0.5,Positive
7177, First shipments of Moderna COVID-19 vaccine preparing to roll out ,12/21/2020,first shipments moderna covid-19 vaccine preparing roll,0.333333333,0.25,Positive
7178, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7179, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7180, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7181, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7182, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7183, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7184, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7185," Monday’s UK Guardian newspaper cover. 

Well some in UK wanted a hard Brexit. SARSCoV2 mutations delivered. 

Zero COVID…",12/21/2020,monday’s uk guardian newspaper cover. well uk wanted hard brexit. sarscov2 mutations delivered. zero covid…,0.541666667,-0.291666667,Negative
7186, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7187, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7188, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7189, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7190, “We can call it a miracle but a miracle always has a sense of it just happened. It didn't just happen. Right? It was someth…,12/21/2020,“we call miracle miracle always sense happened. happen. right? someth…,0.535714286,0.285714286,Positive
7191, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7192, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7193, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7194, Half these Mfs “not getting the vaccine” are the same ones smoking these dumb ass cancer stick puff bars at 700 am,12/21/2020,half mfs “not getting vaccine” ones smoking dumb ass cancer stick puff bars 700,0.263888889,-0.180555556,Negative
7195, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7196, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7197, “I took this very personally. I wanted to fight it beat it ... Nothing else mattered.” For Pfizer’s vaccine research chief…,12/21/2020,“i took personally. wanted fight it beat ... nothing else mattered.” pfizer’s vaccine research chief…,0.39,0,Neutral
7198, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7199, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7200, Tonight Bill Whitaker reports on the revolutionary advance in biotechnology that has enabled the record-breaking developmen…,12/21/2020,tonight bill whitaker reports revolutionary advance biotechnology enabled record-breaking developmen…,0,0,Neutral
7201, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7202, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7203, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7204, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7205, Scientists have been studying how to make mRNA vaccines for decades. The new vaccines against COVID-19 are the first to be a…,12/21/2020,scientists studying make mrna vaccines decades. new vaccines covid-19 first a…,0.393939394,0.193181818,Positive
7206, WATCH The first FedEx truck carrying the initial shipments of Moderna’s COVID-19 vaccine left a distribution center in Missis…,12/21/2020,watch first fedex truck carrying initial shipments moderna’s covid-19 vaccine left distribution center missis…,0.108333333,0.0375,Positive
7207, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7208, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7209, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7210, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7211, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7212, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7213, First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
7214,First doses of Moderna's coronavirus vaccine begin distribution in the U.S.  ,12/21/2020,first doses moderna's coronavirus vaccine begin distribution u.s.,0.333333333,0.25,Positive
